,time,ta,hr,pr,rs,vv,vn,ve
2020-12-04 12:00:00,2020-12-04 12:00:00,2.49333,96.5,947.1,47.5,2.78333,-0.580614,2.66992
2020-12-04 13:00:00,2020-12-04 13:00:00,2.45333,95.3333,946.713,58.5,4.96667,-1.4503,4.2528
2020-12-04 14:00:00,2020-12-04 14:00:00,2.56333,97.8333,946.218,153.833,6.25,-0.961736,6.15634
2020-12-04 15:00:00,2020-12-04 15:00:00,3.39167,93.6667,946.133,87.3333,4.4,-1.71837,3.87268
2020-12-04 16:00:00,2020-12-04 16:00:00,3.095,95.0,946.425,47.5,1.71667,-0.557424,1.5919
2020-12-04 17:00:00,2020-12-04 17:00:00,2.745,95.5,946.813,5.0,5.28333,-1.15078,4.97562
2020-12-04 18:00:00,2020-12-04 18:00:00,2.38,96.6667,946.817,0.0,1.4,-0.840517,0.833039
2020-12-04 19:00:00,2020-12-04 19:00:00,2.64333,96.0,947.522,0.0,1.1,-0.178832,1.06934
2020-12-04 20:00:00,2020-12-04 20:00:00,2.64833,96.5,948.182,0.0,7.68333,-1.85113,7.41347
2020-12-04 21:00:00,2020-12-04 21:00:00,2.675,96.0,948.822,0.0,4.55,-3.26972,2.29231
2020-12-04 22:00:00,2020-12-04 22:00:00,2.56167,93.5,949.18,0.0,2.46667,-2.38145,-0.288881
2020-12-04 23:00:00,2020-12-04 23:00:00,3.17,89.6667,949.78,0.0,3.33333,-1.24483,2.94603
2020-12-05 00:00:00,2020-12-05 00:00:00,3.23167,89.6667,950.432,0.0,3.51667,-0.678103,3.25975
2020-12-05 01:00:00,2020-12-05 01:00:00,3.23333,89.1667,950.403,0.0,2.25,-0.591884,2.13783
2020-12-05 02:00:00,2020-12-05 02:00:00,3.50667,88.5,950.713,0.0,3.21667,-0.213553,3.15415
2020-12-05 03:00:00,2020-12-05 03:00:00,3.15167,93.5,951.093,0.0,0.533333,0.153021,0.50635
2020-12-05 04:00:00,2020-12-05 04:00:00,3.40667,93.1667,951.78,0.0,2.28333,-0.364451,2.23107
2020-12-05 05:00:00,2020-12-05 05:00:00,3.495,93.0,952.36,0.0,4.38333,-1.52066,4.01941
2020-12-05 06:00:00,2020-12-05 06:00:00,3.63833,90.0,952.66,0.0,2.76667,-0.887786,2.56059
2020-12-05 07:00:00,2020-12-05 07:00:00,3.97833,92.5,953.253,0.0,4.78333,-0.432873,4.73574
2020-12-05 08:00:00,2020-12-05 08:00:00,3.95333,89.6667,953.837,1.16667,2.6,-0.878913,2.39747
2020-12-05 09:00:00,2020-12-05 09:00:00,4.51833,88.6667,954.365,74.5,0.433333,0.0920992,0.416515
2020-12-05 10:00:00,2020-12-05 10:00:00,5.20833,90.3333,955.162,136.0,3.81667,-0.17424,3.64353
2020-12-05 11:00:00,2020-12-05 11:00:00,5.27167,91.1667,955.673,205.0,4.0,-0.968715,3.75992
2020-12-05 12:00:00,2020-12-05 12:00:00,6.03833,90.6667,955.907,259.167,3.93333,-0.522775,3.80065
2020-12-05 13:00:00,2020-12-05 13:00:00,5.3,94.8333,956.085,121.5,5.71667,-0.454095,5.53398
2020-12-05 14:00:00,2020-12-05 14:00:00,6.18167,92.3333,955.902,274.333,5.05,-0.469121,4.9901
2020-12-05 15:00:00,2020-12-05 15:00:00,6.11333,92.5,955.928,183.833,6.15,-0.519255,6.11366
2020-12-05 16:00:00,2020-12-05 16:00:00,6.23333,88.3333,956.27,125.0,9.41667,-1.67111,9.22841
2020-12-05 17:00:00,2020-12-05 17:00:00,4.93333,91.1667,956.76,40.8333,7.61667,-2.36982,7.03053
2020-12-05 18:00:00,2020-12-05 18:00:00,4.83667,90.3333,957.093,0.0,7.08333,-1.59494,6.86718
2020-12-05 19:00:00,2020-12-05 19:00:00,4.81333,89.5,957.743,0.0,6.85,-3.05834,6.05042
2020-12-05 20:00:00,2020-12-05 20:00:00,5.00333,87.1667,958.29,0.0,5.51667,-2.54745,4.83315
2020-12-05 21:00:00,2020-12-05 21:00:00,5.055,89.1667,958.883,0.0,4.36667,-1.43647,4.07597
2020-12-05 22:00:00,2020-12-05 22:00:00,4.97167,85.5,959.09,0.0,5.56667,-2.74091,4.8277
2020-12-05 23:00:00,2020-12-05 23:00:00,4.965,86.0,959.407,0.0,5.7,-2.47058,5.10658
2020-12-06 00:00:00,2020-12-06 00:00:00,4.96333,85.3333,959.542,0.0,4.86667,-2.10057,4.36392
2020-12-06 01:00:00,2020-12-06 01:00:00,5.19833,85.8333,959.565,0.0,4.33333,-1.67197,3.99622
2020-12-06 02:00:00,2020-12-06 02:00:00,4.89167,89.3333,959.252,0.0,1.18333,0.348974,1.10195
2020-12-06 03:00:00,2020-12-06 03:00:00,5.13333,90.8333,959.312,0.0,2.68333,0.217841,2.66432
2020-12-06 04:00:00,2020-12-06 04:00:00,5.17333,92.0,959.627,0.0,2.86667,-0.0637493,2.83902
2020-12-06 05:00:00,2020-12-06 05:00:00,5.12833,90.1667,959.455,0.0,1.23333,-0.0764192,1.21123
2020-12-06 06:00:00,2020-12-06 06:00:00,5.34167,91.0,959.438,0.0,1.13333,-0.22753,1.10733
2020-12-06 07:00:00,2020-12-06 07:00:00,5.56667,91.3333,959.515,0.0,1.31667,0.281435,1.26244
2020-12-06 08:00:00,2020-12-06 08:00:00,5.575,92.0,959.622,0.0,0.233333,0.0273273,0.214197
2020-12-06 09:00:00,2020-12-06 09:00:00,5.52667,94.0,960.0,11.8333,0.85,-0.281418,0.287169
2020-12-06 10:00:00,2020-12-06 10:00:00,5.75833,96.6667,960.257,34.5,0.283333,0.196183,0.194603
2020-12-06 11:00:00,2020-12-06 11:00:00,6.36667,98.1667,960.46,101.5,0.983333,0.509946,0.743646
2020-12-06 12:00:00,2020-12-06 12:00:00,7.05833,98.1667,960.338,120.167,1.41667,1.15654,0.609471
2020-12-06 13:00:00,2020-12-06 13:00:00,7.06,98.8333,959.875,82.8333,1.65,1.50216,0.433438
2020-12-06 14:00:00,2020-12-06 14:00:00,7.46167,99.8333,959.268,101.167,3.2,3.00814,-0.871036
2020-12-06 15:00:00,2020-12-06 15:00:00,7.77,100.0,958.568,79.8333,3.96667,3.80423,-0.295171
2020-12-06 16:00:00,2020-12-06 16:00:00,7.94333,100.0,958.248,34.6667,4.16667,3.70495,-0.242453
2020-12-06 17:00:00,2020-12-06 17:00:00,8.29,100.0,958.333,13.5,3.31667,3.16825,-0.140666
2020-12-06 18:00:00,2020-12-06 18:00:00,8.61,100.0,958.325,0.0,4.76667,3.47089,3.00766
2020-12-06 19:00:00,2020-12-06 19:00:00,9.16667,100.0,958.233,0.0,8.21667,4.91115,6.56756
2020-12-06 20:00:00,2020-12-06 20:00:00,9.46833,100.0,958.125,0.0,12.2833,6.53719,10.3776
2020-12-06 21:00:00,2020-12-06 21:00:00,9.62,100.0,957.937,0.0,12.0667,5.92834,10.4866
2020-12-06 22:00:00,2020-12-06 22:00:00,9.905,100.0,957.725,0.0,8.56667,4.95968,6.97822
2020-12-06 23:00:00,2020-12-06 23:00:00,10.1083,100.0,957.352,0.0,7.15,4.50544,5.52521
2020-12-07 00:00:00,2020-12-07 00:00:00,10.5283,100.0,957.163,0.0,13.0167,5.57795,11.6343
2020-12-07 01:00:00,2020-12-07 01:00:00,10.315,100.0,957.162,0.0,14.4,2.13181,14.2292
2020-12-07 02:00:00,2020-12-07 02:00:00,9.83833,100.0,957.203,0.0,13.5167,2.29561,13.288
2020-12-07 03:00:00,2020-12-07 03:00:00,9.24,100.0,957.278,0.0,12.1333,0.879799,12.0151
2020-12-07 04:00:00,2020-12-07 04:00:00,8.29333,100.0,957.523,0.0,11.9333,1.5153,11.7856
2020-12-07 05:00:00,2020-12-07 05:00:00,8.365,100.0,957.432,0.0,11.25,2.58613,10.925
2020-12-07 06:00:00,2020-12-07 06:00:00,8.47167,99.5,957.577,0.0,12.2333,3.43561,11.7295
2020-12-07 07:00:00,2020-12-07 07:00:00,8.91833,94.6667,957.528,0.0,12.45,3.63315,11.8901
2020-12-07 08:00:00,2020-12-07 08:00:00,8.40167,98.5,957.732,0.0,12.7667,3.20098,12.274
2020-12-07 09:00:00,2020-12-07 09:00:00,8.38333,98.8333,957.867,9.0,15.0,5.25655,14.0356
2020-12-07 10:00:00,2020-12-07 10:00:00,8.39833,99.5,958.005,52.3333,17.15,6.37488,15.9016
2020-12-07 11:00:00,2020-12-07 11:00:00,8.67833,99.1667,958.297,73.1667,16.3333,4.45534,15.5838
2020-12-07 12:00:00,2020-12-07 12:00:00,8.65333,95.6667,958.403,95.0,14.6167,3.37465,14.2153
2020-12-07 13:00:00,2020-12-07 13:00:00,9.065,92.8333,957.962,96.5,13.95,3.47992,13.4985
2020-12-07 14:00:00,2020-12-07 14:00:00,9.53167,84.5,957.7,158.833,15.5833,3.46561,15.1843
2020-12-07 15:00:00,2020-12-07 15:00:00,9.47333,83.8333,957.102,51.6667,18.0833,6.61191,16.8067
2020-12-07 16:00:00,2020-12-07 16:00:00,8.70833,96.0,956.637,19.5,20.5667,6.07046,19.5703
2020-12-07 17:00:00,2020-12-07 17:00:00,8.87333,93.5,957.222,18.3333,16.5167,2.47232,16.3096
2020-12-07 18:00:00,2020-12-07 18:00:00,9.135,89.0,956.797,0.0,13.1167,2.35743,12.8913
2020-12-07 19:00:00,2020-12-07 19:00:00,8.78667,99.5,956.492,0.0,17.9,2.89589,17.5824
2020-12-07 20:00:00,2020-12-07 20:00:00,8.56667,100.0,956.722,0.0,13.7167,1.17303,13.6053
2020-12-07 21:00:00,2020-12-07 21:00:00,7.905,100.0,956.965,0.0,13.1333,0.120857,13.0433
2020-12-07 22:00:00,2020-12-07 22:00:00,7.83833,100.0,957.237,0.0,13.7667,0.712919,13.6499
2020-12-07 23:00:00,2020-12-07 23:00:00,7.395,99.3333,957.607,0.0,11.0667,0.22334,11.055
2020-12-08 00:00:00,2020-12-08 00:00:00,7.66667,85.6667,957.952,0.0,11.7833,-0.432349,11.7538
2020-12-08 01:00:00,2020-12-08 01:00:00,7.385,89.8333,958.315,0.0,9.96667,-1.02584,9.90486
2020-12-08 02:00:00,2020-12-08 02:00:00,6.745,94.1667,958.687,0.0,6.76667,-1.62974,6.54206
2020-12-08 03:00:00,2020-12-08 03:00:00,5.74,95.0,959.023,0.0,7.06667,0.111378,7.04052
2020-12-08 04:00:00,2020-12-08 04:00:00,6.20333,94.3333,959.403,0.0,6.73333,-1.92555,6.41793
2020-12-08 05:00:00,2020-12-08 05:00:00,6.07833,95.0,959.903,0.0,4.66667,-0.462465,4.58208
2020-12-08 06:00:00,2020-12-08 06:00:00,6.01,93.3333,960.3,0.0,5.01667,-0.432857,4.98329
2020-12-08 07:00:00,2020-12-08 07:00:00,5.86667,92.6667,960.93,0.0,6.05,-0.802576,5.88435
2020-12-08 08:00:00,2020-12-08 08:00:00,5.535,95.0,961.69,0.0,4.98333,-0.496255,4.92797
2020-12-08 09:00:00,2020-12-08 09:00:00,5.73167,91.5,962.413,42.1667,3.95,-1.02941,3.80386
2020-12-08 10:00:00,2020-12-08 10:00:00,6.27,90.1667,963.102,160.333,3.83333,-0.58708,3.62632
2020-12-08 11:00:00,2020-12-08 11:00:00,6.275,90.6667,963.93,145.5,5.01667,-2.13427,4.5141
2020-12-08 12:00:00,2020-12-08 12:00:00,6.92667,89.8333,964.168,300.167,3.26667,-0.179255,3.20371
2020-12-08 13:00:00,2020-12-08 13:00:00,7.49,87.0,964.067,406.667,4.46667,-0.124009,4.42068
2020-12-08 14:00:00,2020-12-08 14:00:00,8.17833,83.3333,963.945,377.667,6.1,1.12329,5.9765
2020-12-08 15:00:00,2020-12-08 15:00:00,8.22167,83.8333,964.022,203.333,6.51667,0.570942,6.45764
2020-12-08 16:00:00,2020-12-08 16:00:00,7.945,84.8333,964.248,148.333,9.05,-2.21904,8.73495
2020-12-08 17:00:00,2020-12-08 17:00:00,7.34,83.8333,964.75,26.8333,6.58333,-1.30705,6.43494
2020-12-08 18:00:00,2020-12-08 18:00:00,7.005,87.1667,965.22,0.0,7.46667,-1.76261,7.25461
2020-12-08 19:00:00,2020-12-08 19:00:00,6.59167,86.3333,965.647,0.0,3.7,-1.84516,3.15536
2020-12-08 20:00:00,2020-12-08 20:00:00,6.765,84.1667,966.038,0.0,2.51667,-1.25921,2.15865
2020-12-08 21:00:00,2020-12-08 21:00:00,6.86833,81.6667,966.34,0.0,2.96667,-2.26054,1.8986
2020-12-08 22:00:00,2020-12-08 22:00:00,6.92833,80.0,966.648,0.0,3.18333,-2.20458,2.27528
2020-12-08 23:00:00,2020-12-08 23:00:00,6.61167,82.3333,966.977,0.0,0.583333,-0.178847,0.533669
2020-12-09 00:00:00,2020-12-09 00:00:00,6.415,82.5,966.953,0.0,0.816667,-0.401204,0.706399
2020-12-09 01:00:00,2020-12-09 01:00:00,6.715,80.6667,966.728,0.0,2.18333,-1.62478,1.41381
2020-12-09 02:00:00,2020-12-09 02:00:00,6.88833,79.1667,966.647,0.0,0.166667,0.0923892,0.121638
2020-12-09 03:00:00,2020-12-09 03:00:00,6.965,78.1667,966.58,0.0,1.0,-0.565139,-0.73883
2020-12-09 04:00:00,2020-12-09 04:00:00,6.705,79.8333,966.758,0.0,1.53333,-1.1495,-0.990711
2020-12-09 05:00:00,2020-12-09 05:00:00,6.12333,83.6667,966.64,0.0,2.8,-1.48849,-2.27484
2020-12-09 06:00:00,2020-12-09 06:00:00,6.19333,83.1667,966.618,0.0,3.48333,-1.37772,-3.17542
2020-12-09 07:00:00,2020-12-09 07:00:00,6.16833,82.5,966.872,0.0,5.46667,-0.09283,-5.44927
2020-12-09 08:00:00,2020-12-09 08:00:00,6.155,82.8333,967.003,0.0,8.23333,0.398725,-8.19467
2020-12-09 09:00:00,2020-12-09 09:00:00,6.24167,82.6667,967.198,47.3333,7.18333,1.53004,-6.98621
2020-12-09 10:00:00,2020-12-09 10:00:00,6.87167,82.3333,967.458,118.333,4.41667,1.2836,-4.16878
2020-12-09 11:00:00,2020-12-09 11:00:00,7.28,84.0,967.782,102.0,4.56667,2.53128,-3.71922
2020-12-09 12:00:00,2020-12-09 12:00:00,7.27,84.5,967.437,89.3333,7.78333,5.55329,-5.37646
2020-12-09 13:00:00,2020-12-09 13:00:00,7.08667,88.1667,966.865,85.8333,6.5,4.79297,-4.27523
2020-12-09 14:00:00,2020-12-09 14:00:00,7.43,93.6667,966.322,75.6667,8.56667,7.53878,-3.81088
2020-12-09 15:00:00,2020-12-09 15:00:00,8.02667,93.0,965.71,76.3333,13.1667,12.1508,-5.02098
2020-12-09 16:00:00,2020-12-09 16:00:00,7.55167,97.8333,965.3,31.3333,10.2833,7.56959,-6.40217
2020-12-09 17:00:00,2020-12-09 17:00:00,7.915,99.6667,964.742,8.5,12.3,11.196,-4.72177
2020-12-09 18:00:00,2020-12-09 18:00:00,9.12167,100.0,964.435,0.0,13.5167,12.8721,-4.0941
2020-12-09 19:00:00,2020-12-09 19:00:00,9.77167,99.3333,963.813,0.0,17.7333,16.8151,-5.63024
2020-12-09 20:00:00,2020-12-09 20:00:00,9.71333,99.8333,963.397,0.0,16.5167,15.7455,-4.9839
2020-12-09 21:00:00,2020-12-09 21:00:00,10.6717,100.0,962.598,0.0,12.7167,12.0713,-3.91869
2020-12-09 22:00:00,2020-12-09 22:00:00,11.6517,100.0,962.24,0.0,10.05,7.1292,5.6065
2020-12-09 23:00:00,2020-12-09 23:00:00,12.6433,100.0,962.218,0.0,20.4167,10.0461,17.7569
2020-12-10 00:00:00,2020-12-10 00:00:00,12.89,100.0,962.227,0.0,21.9333,9.10363,19.9473
2020-12-10 01:00:00,2020-12-10 01:00:00,12.73,100.0,962.332,0.0,14.0667,4.06105,13.4598
2020-12-10 02:00:00,2020-12-10 02:00:00,12.595,100.0,961.832,0.0,10.4833,2.28562,10.1927
2020-12-10 03:00:00,2020-12-10 03:00:00,12.2033,100.0,961.707,0.0,9.41667,2.20442,9.07967
2020-12-10 04:00:00,2020-12-10 04:00:00,11.6883,100.0,961.595,0.0,7.9,2.32247,7.53315
2020-12-10 05:00:00,2020-12-10 05:00:00,11.6483,100.0,961.457,0.0,10.3167,2.97402,9.864
2020-12-10 06:00:00,2020-12-10 06:00:00,11.7267,100.0,961.518,0.0,10.7667,3.56485,10.1448
2020-12-10 07:00:00,2020-12-10 07:00:00,11.3883,100.0,961.67,0.0,11.5,4.18938,10.701
2020-12-10 08:00:00,2020-12-10 08:00:00,11.3883,100.0,961.795,0.0,11.1667,4.35132,10.2744
2020-12-10 09:00:00,2020-12-10 09:00:00,11.3583,100.0,961.962,18.0,9.18333,3.26283,8.57337
2020-12-10 10:00:00,2020-12-10 10:00:00,11.425,100.0,961.79,36.8333,3.23333,1.90827,2.39776
2020-12-10 11:00:00,2020-12-10 11:00:00,10.8233,100.0,961.662,35.6667,3.6,3.40565,-0.843574
2020-12-10 12:00:00,2020-12-10 12:00:00,10.6933,100.0,961.613,52.5,5.85,5.74272,-1.02172
2020-12-10 13:00:00,2020-12-10 13:00:00,11.885,100.0,961.265,41.8333,6.1,3.71554,4.5833
2020-12-10 14:00:00,2020-12-10 14:00:00,12.1133,100.0,960.605,50.3333,6.5,2.61848,5.83797
2020-12-10 15:00:00,2020-12-10 15:00:00,12.1533,100.0,959.988,62.0,2.65,2.40864,0.385046
2020-12-10 16:00:00,2020-12-10 16:00:00,12.25,100.0,959.357,48.3333,6.06667,5.77221,-1.86086
2020-12-10 17:00:00,2020-12-10 17:00:00,12.625,100.0,959.26,6.33333,4.7,4.56615,-1.07223
2020-12-10 18:00:00,2020-12-10 18:00:00,12.71,100.0,959.488,0.0,5.86667,3.87076,3.60398
2020-12-10 19:00:00,2020-12-10 19:00:00,12.93,100.0,959.508,0.0,5.95,3.30089,4.94407
2020-12-10 20:00:00,2020-12-10 20:00:00,13.06,100.0,959.495,0.0,6.85,3.9091,5.60705
2020-12-10 21:00:00,2020-12-10 21:00:00,13.0867,100.0,959.498,0.0,7.36667,4.59575,5.46134
2020-12-10 22:00:00,2020-12-10 22:00:00,13.155,100.0,959.355,0.0,13.9333,7.1085,11.9692
2020-12-10 23:00:00,2020-12-10 23:00:00,13.1817,100.0,959.327,0.0,15.7167,8.00984,13.511
2020-12-11 00:00:00,2020-12-11 00:00:00,13.19,100.0,959.155,0.0,15.0167,7.50286,12.9972
2020-12-11 01:00:00,2020-12-11 01:00:00,13.1483,100.0,958.937,0.0,15.7833,8.25566,13.4439
2020-12-11 02:00:00,2020-12-11 02:00:00,13.1583,100.0,958.582,0.0,15.8667,7.68544,13.8552
2020-12-11 03:00:00,2020-12-11 03:00:00,13.1017,100.0,958.392,0.0,14.1833,7.09547,12.2719
2020-12-11 04:00:00,2020-12-11 04:00:00,13.0467,100.0,958.117,0.0,15.5,7.69647,13.439
2020-12-11 05:00:00,2020-12-11 05:00:00,13.1017,100.0,957.743,0.0,17.8,8.68596,15.518
2020-12-11 06:00:00,2020-12-11 06:00:00,13.1417,100.0,957.405,0.0,20.3167,10.0646,17.6343
2020-12-11 07:00:00,2020-12-11 07:00:00,13.165,100.0,957.167,0.0,20.85,10.2741,18.1397
2020-12-11 08:00:00,2020-12-11 08:00:00,13.2317,100.0,957.225,0.0,20.35,10.2082,17.598
2020-12-11 09:00:00,2020-12-11 09:00:00,13.3033,100.0,957.765,0.833333,21.7833,9.26792,19.6894
2020-12-11 10:00:00,2020-12-11 10:00:00,13.3217,100.0,958.19,10.5,20.1,8.24046,18.3289
2020-12-11 11:00:00,2020-12-11 11:00:00,13.3817,100.0,958.613,26.6667,24.7167,10.3362,22.4413
2020-12-11 12:00:00,2020-12-11 12:00:00,13.3683,100.0,958.852,49.8333,25.2167,10.08,23.1082
2020-12-11 13:00:00,2020-12-11 13:00:00,12.9933,100.0,958.895,41.6667,22.3833,6.99123,21.1537
2020-12-11 14:00:00,2020-12-11 14:00:00,12.1333,100.0,959.282,35.8333,12.5,2.84034,12.171
2020-12-11 15:00:00,2020-12-11 15:00:00,11.6783,100.0,959.303,30.5,14.9,4.35584,14.2059
2020-12-11 16:00:00,2020-12-11 16:00:00,11.54,100.0,959.502,42.1667,14.05,5.58943,12.8493
2020-12-11 17:00:00,2020-12-11 17:00:00,11.06,100.0,960.22,18.3333,15.0833,4.89076,14.2473
2020-12-11 18:00:00,2020-12-11 18:00:00,10.315,100.0,960.513,0.0,14.8167,5.30819,13.8275
2020-12-11 19:00:00,2020-12-11 19:00:00,10.3667,93.8333,960.797,0.0,12.8667,5.25114,11.7328
2020-12-11 20:00:00,2020-12-11 20:00:00,10.635,92.1667,961.195,0.0,13.2667,5.76909,11.9356
2020-12-11 21:00:00,2020-12-11 21:00:00,10.5333,92.6667,961.572,0.0,12.8833,4.4228,12.098
2020-12-11 22:00:00,2020-12-11 22:00:00,10.62,93.6667,961.953,0.0,10.6667,4.95507,9.42216
2020-12-11 23:00:00,2020-12-11 23:00:00,10.535,95.5,962.387,0.0,12.8167,4.70674,11.8668
2020-12-12 00:00:00,2020-12-12 00:00:00,10.2817,95.8333,962.615,0.0,8.63333,2.07136,8.36956
2020-12-12 01:00:00,2020-12-12 01:00:00,10.1283,94.5,962.623,0.0,9.35,2.63926,8.93735
2020-12-12 02:00:00,2020-12-12 02:00:00,10.095,95.8333,962.62,0.0,10.2167,3.44504,9.60701
2020-12-12 03:00:00,2020-12-12 03:00:00,10.115,95.5,962.695,0.0,6.86667,1.62363,6.67071
2020-12-12 04:00:00,2020-12-12 04:00:00,10.23,94.3333,962.912,0.0,6.23333,2.06951,5.87277
2020-12-12 05:00:00,2020-12-12 05:00:00,10.0533,97.0,962.753,0.0,5.3,1.98253,4.89699
2020-12-12 06:00:00,2020-12-12 06:00:00,9.93333,97.5,963.17,0.0,5.53333,1.41473,5.34374
2020-12-12 07:00:00,2020-12-12 07:00:00,10.1033,95.5,963.467,0.0,8.73333,2.74882,8.24479
2020-12-12 08:00:00,2020-12-12 08:00:00,9.64,97.3333,963.958,0.0,4.31667,0.968271,4.20331
2020-12-12 09:00:00,2020-12-12 09:00:00,9.36833,93.8333,964.435,37.1667,1.21667,0.350541,1.14095
2020-12-12 10:00:00,2020-12-12 10:00:00,10.3917,90.6667,965.14,103.167,1.33333,0.965895,0.762924
2020-12-12 11:00:00,2020-12-12 11:00:00,11.1217,91.3333,965.633,289.167,2.58333,2.30785,0.645319
2020-12-12 12:00:00,2020-12-12 12:00:00,12.125,83.5,965.572,468.833,3.66667,3.46347,-0.999217
2020-12-12 13:00:00,2020-12-12 13:00:00,12.7817,78.3333,965.357,460.667,3.38333,3.23609,-0.0705241
2020-12-12 14:00:00,2020-12-12 14:00:00,12.8667,73.5,964.92,393.0,3.26667,3.03803,0.464456
2020-12-12 15:00:00,2020-12-12 15:00:00,12.815,74.0,964.803,287.167,2.98333,2.8302,0.0609233
2020-12-12 16:00:00,2020-12-12 16:00:00,11.7917,81.6667,964.712,102.667,4.88333,4.59982,-1.55722
2020-12-12 17:00:00,2020-12-12 17:00:00,11.415,86.1667,964.528,26.8333,6.03333,5.57148,-2.22813
2020-12-12 18:00:00,2020-12-12 18:00:00,11.0933,88.1667,964.21,0.0,8.43333,6.52915,-5.19157
2020-12-12 19:00:00,2020-12-12 19:00:00,11.0733,94.0,964.06,0.0,9.66667,6.92191,-6.49933
2020-12-12 20:00:00,2020-12-12 20:00:00,10.9467,98.1667,963.918,0.0,8.16667,4.45678,-6.68068
2020-12-12 21:00:00,2020-12-12 21:00:00,11.3233,100.0,963.807,0.0,14.1167,11.5609,-7.37474
2020-12-12 22:00:00,2020-12-12 22:00:00,11.7367,99.5,963.665,0.0,17.2333,16.1748,-5.93295
2020-12-12 23:00:00,2020-12-12 23:00:00,12.1333,98.3333,963.497,0.0,17.3,16.1984,-6.05571
2020-12-13 00:00:00,2020-12-13 00:00:00,12.13,99.8333,963.278,0.0,15.5667,14.5702,-5.4681
2020-12-13 01:00:00,2020-12-13 01:00:00,12.185,100.0,962.798,0.0,15.2667,14.314,-5.3049
2020-12-13 02:00:00,2020-12-13 02:00:00,12.225,100.0,962.295,0.0,14.1167,13.2764,-4.78828
2020-12-13 03:00:00,2020-12-13 03:00:00,12.2783,100.0,961.735,0.0,15.8333,14.9066,-5.33086
2020-12-13 04:00:00,2020-12-13 04:00:00,12.525,100.0,961.068,0.0,15.5167,14.6211,-5.16186
2020-12-13 05:00:00,2020-12-13 05:00:00,12.5533,100.0,960.715,0.0,10.7833,10.1849,-3.52723
2020-12-13 06:00:00,2020-12-13 06:00:00,12.49,100.0,960.453,0.0,10.5,10.0202,-3.13132
2020-12-13 07:00:00,2020-12-13 07:00:00,12.4633,100.0,960.213,0.0,9.3,8.95535,-2.37743
2020-12-13 08:00:00,2020-12-13 08:00:00,11.4617,100.0,960.165,0.0,9.95,9.49197,-2.95136
2020-12-13 09:00:00,2020-12-13 09:00:00,11.6767,99.6667,960.005,24.1667,14.45,13.9027,-3.87515
2020-12-13 10:00:00,2020-12-13 10:00:00,12.04,97.8333,960.252,41.3333,13.3333,12.6472,-4.18774
2020-12-13 11:00:00,2020-12-13 11:00:00,12.3983,97.0,959.982,117.167,14.9667,13.9756,-5.31868
2020-12-13 12:00:00,2020-12-13 12:00:00,12.7033,93.1667,959.527,166.833,14.5333,13.6159,-4.98483
2020-12-13 13:00:00,2020-12-13 13:00:00,12.2883,97.5,959.045,150.0,13.3833,12.6392,-4.38652
2020-12-13 14:00:00,2020-12-13 14:00:00,12.565,96.1667,958.282,166.0,20.05,18.8299,-6.87394
2020-12-13 15:00:00,2020-12-13 15:00:00,12.3483,97.8333,957.453,108.5,22.8,21.5246,-7.50411
2020-12-13 16:00:00,2020-12-13 16:00:00,12.2217,98.6667,957.168,44.1667,27.9833,26.53,-8.88893
2020-12-13 17:00:00,2020-12-13 17:00:00,12.1683,98.3333,957.087,9.0,28.5667,27.0946,-9.02928
2020-12-13 18:00:00,2020-12-13 18:00:00,12.0433,98.0,957.108,0.0,25.7,24.2637,-8.45737
2020-12-13 19:00:00,2020-12-13 19:00:00,12.0917,98.0,956.908,0.0,27.2,25.83,-8.50954
2020-12-13 20:00:00,2020-12-13 20:00:00,12.0583,98.3333,956.847,0.0,22.9167,21.6535,-7.48569
2020-12-13 21:00:00,2020-12-13 21:00:00,11.4617,99.3333,957.14,0.0,10.1667,8.79964,0.75199
2020-12-13 22:00:00,2020-12-13 22:00:00,10.4017,100.0,957.145,0.0,5.06667,4.91042,-0.625867
2020-12-13 23:00:00,2020-12-13 23:00:00,10.5183,100.0,956.838,0.0,6.65,6.46072,-1.20159
2020-12-14 00:00:00,2020-12-14 00:00:00,10.3433,100.0,956.727,0.0,8.46667,8.06773,-2.56448
2020-12-14 01:00:00,2020-12-14 01:00:00,10.5033,100.0,956.458,0.0,6.96667,6.71084,-1.80359
2020-12-14 02:00:00,2020-12-14 02:00:00,10.4033,100.0,955.988,0.0,8.86667,8.49916,-2.51667
2020-12-14 03:00:00,2020-12-14 03:00:00,10.29,99.0,955.638,0.0,9.66667,9.2751,-2.68731
2020-12-14 04:00:00,2020-12-14 04:00:00,10.485,96.8333,955.343,0.0,9.05,8.60155,-2.77729
2020-12-14 05:00:00,2020-12-14 05:00:00,10.1967,97.0,954.95,0.0,12.4833,11.927,-3.67991
2020-12-14 06:00:00,2020-12-14 06:00:00,10.23,95.8333,954.98,0.0,11.9167,11.247,-3.93386
2020-12-14 07:00:00,2020-12-14 07:00:00,10.425,92.6667,954.748,0.0,13.5333,12.9177,-4.02933
2020-12-14 08:00:00,2020-12-14 08:00:00,10.5667,92.8333,954.555,0.0,16.2167,15.4831,-4.80483
2020-12-14 09:00:00,2020-12-14 09:00:00,10.6333,93.5,954.863,33.8333,14.8167,14.1274,-4.44964
